YEAR,BY YEAR NO,BY ROUND NO,Team1_NO,Team1,Seed1,ROUND,CURRENT ROUND,Score1,Team2_NO,Team2,Seed2,ROUND.1,CURRENT ROUND.1,Score2,Team1_Win
2012,548,592,272,Vanderbilt,5,32,32,57.0,265,Wisconsin,4,16,32,60.0,0
2012,546,590,326,Cincinnati,6,16,32,62.0,317,Florida St.,3,32,32,56.0,1
2012,544,588,315,Gonzaga,7,32,32,66.0,286,Ohio St.,2,4,32,73.0,0
2012,542,586,290,North Carolina,1,8,32,87.0,322,Creighton,8,32,32,73.0,1
2012,540,584,280,South Florida,12,32,32,56.0,287,Ohio,13,16,32,62.0,0
2012,538,582,289,North Carolina St.,11,16,32,66.0,316,Georgetown,3,32,32,63.0,1
2012,536,580,285,Purdue,10,32,32,60.0,310,Kansas,2,2,32,63.0,0
2012,534,290,308,Kentucky,1,1,16,102.0,313,Indiana,4,16,16,90.0,1
2012,532,288,330,Baylor,3,8,16,75.0,264,Xavier,10,16,16,70.0,1
2012,530,286,298,Michigan St.,1,16,16,44.0,303,Louisville,4,4,16,57.0,0
2012,528,284,301,Marquette,3,16,16,58.0,318,Florida,7,8,16,68.0,0
2012,526,282,277,Syracuse,1,8,16,64.0,265,Wisconsin,4,16,16,63.0,1
2012,524,280,326,Cincinnati,6,16,16,66.0,286,Ohio St.,2,4,16,81.0,0
2012,522,278,290,North Carolina,1,8,16,73.0,287,Ohio,13,16,16,65.0,1
2012,520,276,289,North Carolina St.,11,16,16,57.0,310,Kansas,2,2,16,60.0,0
2012,518,130,308,Kentucky,1,1,8,82.0,330,Baylor,3,8,8,70.0,1
2012,516,128,303,Louisville,4,4,8,72.0,318,Florida,7,8,8,68.0,1
2012,514,126,277,Syracuse,1,8,8,70.0,286,Ohio St.,2,4,8,77.0,0
2012,512,124,290,North Carolina,1,8,8,67.0,310,Kansas,2,2,8,80.0,0
2012,510,50,308,Kentucky,1,1,4,69.0,303,Louisville,4,4,4,61.0,1
2012,508,48,286,Ohio St.,2,4,4,62.0,310,Kansas,2,2,4,64.0,0
2012,506,10,308,Kentucky,1,1,2,67.0,310,Kansas,2,2,2,59.0,1
2011,504,1186,226,Ohio St.,1,16,64,75.0,204,UTSA,16,64,64,46.0,1
2011,502,1184,249,George Mason,8,32,64,61.0,201,Villanova,9,64,64,57.0,1
2011,500,1182,199,West Virginia,5,32,64,84.0,254,Clemson,12,64,64,76.0,1
2011,498,1180,240,Kentucky,4,4,64,59.0,222,Princeton,13,64,64,57.0,1
2011,496,1178,196,Xavier,6,64,64,55.0,236,Marquette,11,16,64,66.0,0
2011,494,1176,216,Syracuse,3,32,64,77.0,243,Indiana St.,14,64,64,60.0,1
2011,492,1174,200,Washington,7,32,64,68.0,247,Georgia,10,64,64,65.0,1
2011,490,1172,230,North Carolina,2,8,64,102.0,238,LIU Brooklyn,15,64,64,87.0,1
2011,488,1170,252,Duke,1,16,64,87.0,245,Hampton,16,64,64,45.0,1
2011,486,1168,234,Michigan,8,32,64,75.0,214,Tennessee,9,64,64,45.0,1
2011,484,1166,261,Arizona,5,8,64,77.0,235,Memphis,12,64,64,75.0,1
2011,482,1164,213,Texas,4,32,64,85.0,227,Oakland,13,64,64,81.0,1
2011,480,1162,255,Cincinnati,6,32,64,78.0,232,Missouri,11,64,64,63.0,1
2011,478,1160,253,Connecticut,3,1,64,81.0,258,Bucknell,14,64,64,52.0,1
2011,476,1158,215,Temple,7,32,64,66.0,224,Penn St.,10,64,64,64.0,1
2011,474,1156,218,San Diego St.,2,16,64,68.0,229,Northern Colorado,15,64,64,50.0,1
2011,472,1154,242,Kansas,1,8,64,72.0,259,Boston University,16,64,64,53.0,1
2011,470,1152,207,UNLV,8,64,64,62.0,244,Illinois,9,32,64,73.0,0
2011,468,1150,203,Vanderbilt,5,64,64,66.0,220,Richmond,12,16,64,69.0,0
2011,466,1148,237,Louisville,4,64,64,61.0,231,Morehead St.,13,32,64,62.0,0
2011,464,1146,248,Georgetown,6,64,64,56.0,202,VCU,11,4,64,74.0,0
2011,462,1144,221,Purdue,3,32,64,65.0,219,Saint Peter's,14,64,64,43.0,1
2011,460,1142,212,Texas A&M,7,64,64,50.0,250,Florida St.,10,16,64,57.0,0
2011,458,1140,228,Notre Dame,2,32,64,69.0,263,Akron,15,64,64,56.0,1
2011,456,1138,223,Pittsburgh,1,32,64,74.0,208,UNC Asheville,16,64,64,51.0,1
2011,454,1136,257,Butler,8,2,64,60.0,225,Old Dominion,9,64,64,58.0,1
2011,452,1134,241,Kansas St.,5,32,64,73.0,205,Utah St.,12,64,64,68.0,1
2011,450,1132,198,Wisconsin,4,16,64,72.0,260,Belmont,13,64,64,58.0,1
2011,448,1130,217,St. John's,6,64,64,71.0,246,Gonzaga,11,32,64,86.0,0
2011,446,1128,256,BYU,3,16,64,74.0,197,Wofford,14,64,64,66.0,1
2011,444,1126,209,UCLA,7,32,64,78.0,233,Michigan St.,10,64,64,76.0,1
2011,442,1124,251,Florida,2,8,64,79.0,210,UC Santa Barbara,15,64,64,51.0,1
2011,440,578,226,Ohio St.,1,16,32,98.0,249,George Mason,8,32,32,66.0,1
2011,438,576,199,West Virginia,5,32,32,63.0,240,Kentucky,4,4,32,71.0,0
2011,436,574,236,Marquette,11,16,32,66.0,216,Syracuse,3,32,32,62.0,1
2011,434,572,200,Washington,7,32,32,83.0,230,North Carolina,2,8,32,86.0,0
2011,432,570,252,Duke,1,16,32,73.0,234,Michigan,8,32,32,71.0,1
2011,430,568,261,Arizona,5,8,32,70.0,213,Texas,4,32,32,69.0,1
2011,428,566,255,Cincinnati,6,32,32,58.0,253,Connecticut,3,1,32,69.0,0
2011,426,564,215,Temple,7,32,32,64.0,218,San Diego St.,2,16,32,71.0,0
2011,424,562,242,Kansas,1,8,32,73.0,244,Illinois,9,32,32,59.0,1
2011,422,560,220,Richmond,12,16,32,65.0,231,Morehead St.,13,32,32,48.0,1
2011,420,558,202,VCU,11,4,32,94.0,221,Purdue,3,32,32,76.0,1
2011,418,556,250,Florida St.,10,16,32,71.0,228,Notre Dame,2,32,32,57.0,1
2011,416,554,223,Pittsburgh,1,32,32,70.0,257,Butler,8,2,32,71.0,0
2011,414,552,241,Kansas St.,5,32,32,65.0,198,Wisconsin,4,16,32,70.0,0
2011,412,550,246,Gonzaga,11,32,32,67.0,256,BYU,3,16,32,89.0,0
2011,410,548,209,UCLA,7,32,32,65.0,251,Florida,2,8,32,73.0,0
2011,408,274,226,Ohio St.,1,16,16,60.0,240,Kentucky,4,4,16,62.0,0
2011,406,272,236,Marquette,11,16,16,63.0,230,North Carolina,2,8,16,81.0,0
2011,404,270,252,Duke,1,16,16,77.0,261,Arizona,5,8,16,93.0,0
2011,402,268,253,Connecticut,3,1,16,74.0,218,San Diego St.,2,16,16,67.0,1
2011,400,266,242,Kansas,1,8,16,77.0,220,Richmond,12,16,16,57.0,1
2011,398,264,202,VCU,11,4,16,72.0,250,Florida St.,10,16,16,71.0,1
2011,396,262,257,Butler,8,2,16,61.0,198,Wisconsin,4,16,16,54.0,1
2011,394,260,256,BYU,3,16,16,74.0,251,Florida,2,8,16,83.0,0
2011,392,122,240,Kentucky,4,4,8,76.0,230,North Carolina,2,8,8,69.0,1
2011,390,120,261,Arizona,5,8,8,63.0,253,Connecticut,3,1,8,65.0,0
2011,388,118,242,Kansas,1,8,8,61.0,202,VCU,11,4,8,71.0,0
2011,386,116,257,Butler,8,2,8,74.0,251,Florida,2,8,8,71.0,1
2011,384,46,240,Kentucky,4,4,4,55.0,253,Connecticut,3,1,4,56.0,0
2011,382,44,202,VCU,11,4,4,62.0,257,Butler,8,2,4,70.0,0
2011,380,8,253,Connecticut,3,1,2,53.0,257,Butler,8,2,2,41.0,1
2010,378,1122,180,Kansas,1,32,64,90.0,177,Lehigh,16,64,64,74.0,1
2010,376,1120,143,UNLV,8,64,64,66.0,164,Northern Iowa,9,16,64,69.0,0
2010,374,1118,173,Michigan St.,5,4,64,70.0,166,New Mexico St.,12,64,64,67.0,1
2010,372,1116,174,Maryland,4,32,64,89.0,181,Houston,13,64,64,77.0,1
2010,370,1114,147,Tennessee,6,8,64,62.0,151,San Diego St.,11,64,64,59.0,1
2010,368,1112,184,Georgetown,3,64,64,83.0,161,Ohio,14,32,64,97.0,0
2010,366,1110,159,Oklahoma St.,7,64,64,59.0,183,Georgia Tech,10,32,64,64.0,0
2010,364,1108,160,Ohio St.,2,16,64,68.0,144,UC Santa Barbara,15,64,64,51.0,1
2010,362,1106,149,Syracuse,1,16,64,79.0,139,Vermont,16,64,64,56.0,1
2010,360,1104,182,Gonzaga,8,32,64,67.0,185,Florida St.,9,64,64,60.0,1
2010,358,1102,193,Butler,5,2,64,77.0,141,UTEP,12,64,64,59.0,1
2010,356,1100,140,Vanderbilt,4,64,64,65.0,168,Murray St.,13,32,64,66.0,0
2010,354,1098,131,Xavier,6,16,64,65.0,172,Minnesota,11,64,64,54.0,1
2010,352,1096,157,Pittsburgh,3,32,64,89.0,162,Oakland,14,64,64,66.0,1
2010,350,1094,192,BYU,7,32,64,99.0,186,Florida,10,64,64,92.0,1
2010,348,1092,179,Kansas St.,2,8,64,82.0,165,North Texas,15,64,64,62.0,1
2010,346,1090,178,Kentucky,1,8,64,100.0,187,East Tennessee St.,16,64,64,71.0,1
2010,344,1088,146,Texas,8,64,64,80.0,137,Wake Forest,9,32,64,81.0,0
2010,342,1086,148,Temple,5,64,64,65.0,189,Cornell,12,16,64,78.0,0
2010,340,1084,133,Wisconsin,4,32,64,53.0,132,Wofford,13,64,64,49.0,1
2010,338,1082,175,Marquette,6,64,64,78.0,136,Washington,11,16,64,80.0,0
2010,336,1080,167,New Mexico,3,32,64,62.0,170,Montana,14,64,64,57.0,1
2010,334,1078,190,Clemson,7,64,64,78.0,171,Missouri,10,32,64,86.0,0
2010,332,1076,135,West Virginia,2,4,64,77.0,169,Morgan St.,15,64,64,50.0,1
2010,330,1074,188,Duke,1,1,64,73.0,195,Arkansas Pine Bluff,16,64,64,44.0,1
2010,328,1072,191,California,8,32,64,77.0,176,Louisville,9,64,64,62.0,1
2010,326,1070,145,Texas A&M,5,32,64,69.0,142,Utah St.,12,64,64,53.0,1
2010,324,1068,156,Purdue,4,16,64,72.0,150,Siena,13,64,64,64.0,1
2010,322,1066,163,Notre Dame,6,64,64,50.0,158,Old Dominion,11,32,64,51.0,0
2010,320,1064,194,Baylor,3,8,64,68.0,152,Sam Houston St.,14,64,64,59.0,1
2010,318,1062,155,Richmond,7,64,64,71.0,153,Saint Mary's,10,16,64,80.0,0
2010,316,1060,138,Villanova,2,32,64,73.0,154,Robert Morris,15,64,64,70.0,1
2010,314,546,180,Kansas,1,32,32,67.0,164,Northern Iowa,9,16,32,69.0,0
2010,312,544,173,Michigan St.,5,4,32,85.0,174,Maryland,4,32,32,83.0,1
2010,310,542,147,Tennessee,6,8,32,83.0,161,Ohio,14,32,32,68.0,1
2010,308,540,183,Georgia Tech,10,32,32,66.0,160,Ohio St.,2,16,32,75.0,0
2010,306,538,149,Syracuse,1,16,32,87.0,182,Gonzaga,8,32,32,65.0,1
2010,304,536,193,Butler,5,2,32,54.0,168,Murray St.,13,32,32,52.0,1
2010,302,534,131,Xavier,6,16,32,71.0,157,Pittsburgh,3,32,32,68.0,1
2010,300,532,192,BYU,7,32,32,72.0,179,Kansas St.,2,8,32,84.0,0
2010,298,530,178,Kentucky,1,8,32,90.0,137,Wake Forest,9,32,32,60.0,1
2010,296,528,189,Cornell,12,16,32,87.0,133,Wisconsin,4,32,32,69.0,1
2010,294,526,136,Washington,11,16,32,82.0,167,New Mexico,3,32,32,64.0,1
2010,292,524,171,Missouri,10,32,32,59.0,135,West Virginia,2,4,32,68.0,0
2010,290,522,188,Duke,1,1,32,68.0,191,California,8,32,32,53.0,1
2010,288,520,145,Texas A&M,5,32,32,61.0,156,Purdue,4,16,32,63.0,0
2010,286,518,158,Old Dominion,11,32,32,68.0,194,Baylor,3,8,32,76.0,0
2010,284,516,153,Saint Mary's,10,16,32,75.0,138,Villanova,2,32,32,68.0,1
2010,282,258,164,Northern Iowa,9,16,16,52.0,173,Michigan St.,5,4,16,59.0,0
2010,280,256,147,Tennessee,6,8,16,76.0,160,Ohio St.,2,16,16,73.0,1
2010,278,254,149,Syracuse,1,16,16,59.0,193,Butler,5,2,16,63.0,0
2010,276,252,131,Xavier,6,16,16,96.0,179,Kansas St.,2,8,16,101.0,0
2010,274,250,178,Kentucky,1,8,16,62.0,189,Cornell,12,16,16,45.0,1
2010,272,248,136,Washington,11,16,16,56.0,135,West Virginia,2,4,16,69.0,0
2010,270,246,188,Duke,1,1,16,70.0,156,Purdue,4,16,16,57.0,1
2010,268,244,194,Baylor,3,8,16,72.0,153,Saint Mary's,10,16,16,49.0,1
2010,266,114,173,Michigan St.,5,4,8,70.0,147,Tennessee,6,8,8,69.0,1
2010,264,112,193,Butler,5,2,8,63.0,179,Kansas St.,2,8,8,56.0,1
2010,262,110,178,Kentucky,1,8,8,66.0,135,West Virginia,2,4,8,73.0,0
2010,260,108,188,Duke,1,1,8,78.0,194,Baylor,3,8,8,71.0,1
2010,258,42,173,Michigan St.,5,4,4,50.0,193,Butler,5,2,4,52.0,0
2010,256,40,135,West Virginia,2,4,4,57.0,188,Duke,1,1,4,78.0,0
2010,254,6,193,Butler,5,2,2,59.0,188,Duke,1,1,2,61.0,0
2009,252,1058,107,Louisville,1,8,64,74.0,97,Morehead St.,16,64,64,54.0,1
2009,250,1056,92,Ohio St.,8,64,64,72.0,84,Siena,9,32,64,74.0,0
2009,248,1054,75,Utah,5,64,64,71.0,127,Arizona,12,16,64,84.0,0
2009,246,1052,71,Wake Forest,4,64,64,69.0,117,Cleveland St.,13,32,64,84.0,0
2009,244,1050,69,West Virginia,6,64,64,60.0,114,Dayton,11,32,64,68.0,0
2009,242,1048,108,Kansas,3,16,64,84.0,94,North Dakota St.,14,64,64,74.0,1
2009,240,1046,124,Boston College,7,64,64,55.0,76,USC,10,32,64,72.0,0
2009,238,1044,101,Michigan St.,2,2,64,77.0,85,Robert Morris,15,64,64,62.0,1
2009,236,1042,116,Connecticut,1,4,64,103.0,119,Chattanooga,16,64,64,47.0,1
2009,234,1040,122,BYU,8,64,64,66.0,78,Texas A&M,9,32,64,79.0,0
2009,232,1038,87,Purdue,5,16,64,61.0,93,Northern Iowa,12,64,64,56.0,1
2009,230,1036,70,Washington,4,32,64,71.0,99,Mississippi St.,13,64,64,58.0,1
2009,228,1034,105,Marquette,6,32,64,58.0,74,Utah St.,11,64,64,57.0,1
2009,226,1032,98,Missouri,3,8,64,78.0,115,Cornell,14,64,64,59.0,1
2009,224,1030,120,California,7,64,64,71.0,104,Maryland,10,32,64,84.0,0
2009,222,1028,103,Memphis,2,16,64,81.0,121,Cal St. Northridge,15,64,64,70.0,1
2009,220,1026,89,Pittsburgh,1,8,64,72.0,112,East Tennessee St.,16,64,64,62.0,1
2009,218,1024,90,Oklahoma St.,8,32,64,77.0,80,Tennessee,9,64,64,75.0,1
2009,216,1022,111,Florida St.,5,64,64,59.0,67,Wisconsin,12,32,64,61.0,0
2009,214,1020,66,Xavier,4,16,64,77.0,88,Portland St.,13,64,64,59.0,1
2009,212,1018,77,UCLA,6,32,64,65.0,73,VCU,11,64,64,64.0,1
2009,210,1016,72,Villanova,3,4,64,80.0,128,American,14,64,64,67.0,1
2009,208,1014,79,Texas,7,32,64,76.0,100,Minnesota,10,64,64,62.0,1
2009,206,1012,113,Duke,2,16,64,86.0,125,Binghamton,15,64,64,62.0,1
2009,204,1010,95,North Carolina,1,1,64,101.0,86,Radford,16,64,64,58.0,1
2009,202,1008,106,LSU,8,32,64,75.0,123,Butler,9,64,64,71.0,1
2009,200,1006,109,Illinois,5,64,64,72.0,68,Western Kentucky,12,32,64,76.0,0
2009,198,1004,110,Gonzaga,4,16,64,77.0,130,Akron,13,64,64,64.0,1
2009,196,1002,126,Arizona St.,6,32,64,66.0,81,Temple,11,64,64,57.0,1
2009,194,1000,82,Syracuse,3,16,64,59.0,83,Stephen F. Austin,14,64,64,44.0,1
2009,192,998,118,Clemson,7,64,64,59.0,102,Michigan,10,32,64,62.0,0
2009,190,996,91,Oklahoma,2,8,64,82.0,96,Morgan St.,15,64,64,54.0,1
2009,188,514,107,Louisville,1,8,32,79.0,84,Siena,9,32,32,72.0,1
2009,186,512,127,Arizona,12,16,32,71.0,117,Cleveland St.,13,32,32,57.0,1
2009,184,510,114,Dayton,11,32,32,43.0,108,Kansas,3,16,32,60.0,0
2009,182,508,76,USC,10,32,32,69.0,101,Michigan St.,2,2,32,74.0,0
2009,180,506,116,Connecticut,1,4,32,92.0,78,Texas A&M,9,32,32,66.0,1
2009,178,504,87,Purdue,5,16,32,76.0,70,Washington,4,32,32,74.0,1
2009,176,502,105,Marquette,6,32,32,79.0,98,Missouri,3,8,32,83.0,0
2009,174,500,104,Maryland,10,32,32,70.0,103,Memphis,2,16,32,89.0,0
2009,172,498,89,Pittsburgh,1,8,32,84.0,90,Oklahoma St.,8,32,32,76.0,1
2009,170,496,67,Wisconsin,12,32,32,49.0,66,Xavier,4,16,32,60.0,0
2009,168,494,77,UCLA,6,32,32,69.0,72,Villanova,3,4,32,89.0,0
2009,166,492,79,Texas,7,32,32,69.0,113,Duke,2,16,32,74.0,0
2009,164,490,95,North Carolina,1,1,32,84.0,106,LSU,8,32,32,70.0,1
2009,162,488,68,Western Kentucky,12,32,32,81.0,110,Gonzaga,4,16,32,83.0,0
2009,160,486,126,Arizona St.,6,32,32,67.0,82,Syracuse,3,16,32,78.0,0
2009,158,484,102,Michigan,10,32,32,63.0,91,Oklahoma,2,8,32,73.0,0
2009,156,242,107,Louisville,1,8,16,103.0,127,Arizona,12,16,16,64.0,1
2009,154,240,108,Kansas,3,16,16,62.0,101,Michigan St.,2,2,16,67.0,0
2009,152,238,116,Connecticut,1,4,16,72.0,87,Purdue,5,16,16,60.0,1
2009,150,236,98,Missouri,3,8,16,102.0,103,Memphis,2,16,16,91.0,1
2009,148,234,89,Pittsburgh,1,8,16,60.0,66,Xavier,4,16,16,55.0,1
2009,146,232,72,Villanova,3,4,16,77.0,113,Duke,2,16,16,54.0,1
2009,144,230,95,North Carolina,1,1,16,98.0,110,Gonzaga,4,16,16,77.0,1
2009,142,228,82,Syracuse,3,16,16,71.0,91,Oklahoma,2,8,16,84.0,0
2009,140,106,107,Louisville,1,8,8,52.0,101,Michigan St.,2,2,8,64.0,0
2009,138,104,116,Connecticut,1,4,8,82.0,98,Missouri,3,8,8,75.0,1
2009,136,102,89,Pittsburgh,1,8,8,76.0,72,Villanova,3,4,8,78.0,0
2009,134,100,95,North Carolina,1,1,8,72.0,91,Oklahoma,2,8,8,60.0,1
2009,132,38,101,Michigan St.,2,2,4,82.0,116,Connecticut,1,4,4,73.0,1
2009,130,36,72,Villanova,3,4,4,69.0,95,North Carolina,1,1,4,83.0,0
2009,128,4,101,Michigan St.,2,2,2,72.0,95,North Carolina,1,1,2,89.0,0
2008,126,994,31,North Carolina,1,4,64,113.0,32,Mount St. Mary's,16,64,64,74.0,1
2008,124,992,44,Indiana,8,64,64,72.0,63,Arkansas,9,32,64,86.0,0
2008,122,990,30,Notre Dame,5,32,64,68.0,48,George Mason,12,64,64,50.0,1
2008,120,988,6,Washington St.,4,16,64,71.0,3,Winthrop,13,64,64,40.0,1
2008,118,986,29,Oklahoma,6,32,64,72.0,23,Saint Joseph's,11,64,64,64.0,1
2008,116,984,39,Louisville,3,8,64,79.0,59,Boise St.,14,64,64,61.0,1
2008,114,982,58,Butler,7,32,64,81.0,19,South Alabama,10,64,64,61.0,1
2008,112,980,16,Tennessee,2,16,64,72.0,65,American,15,64,64,57.0,1
2008,110,978,43,Kansas,1,1,64,85.0,25,Portland St.,16,64,64,61.0,1
2008,108,976,11,UNLV,8,32,64,71.0,41,Kent St.,9,64,64,58.0,1
2008,106,974,55,Clemson,5,64,64,69.0,7,Villanova,12,16,64,75.0,0
2008,104,972,8,Vanderbilt,4,64,64,62.0,20,Siena,13,32,64,83.0,0
2008,102,970,10,USC,6,64,64,67.0,42,Kansas St.,11,32,64,80.0,0
2008,100,968,2,Wisconsin,3,16,64,71.0,56,Cal St. Fullerton,14,64,64,56.0,1
2008,98,966,45,Gonzaga,7,64,64,76.0,51,Davidson,10,8,64,82.0,0
2008,96,964,47,Georgetown,2,32,64,66.0,12,UMBC,15,64,64,47.0,1
2008,94,962,37,Memphis,1,2,64,87.0,9,UT Arlington,16,64,64,63.0,1
2008,92,960,34,Mississippi St.,8,32,64,76.0,27,Oregon,9,64,64,69.0,1
2008,90,958,35,Michigan St.,5,16,64,72.0,17,Temple,12,64,64,61.0,1
2008,88,956,26,Pittsburgh,4,32,64,82.0,28,Oral Roberts,13,64,64,63.0,1
2008,86,954,38,Marquette,6,32,64,74.0,40,Kentucky,11,64,64,66.0,1
2008,84,952,18,Stanford,3,16,64,77.0,52,Cornell,14,64,64,53.0,1
2008,82,950,36,Miami FL,7,32,64,78.0,22,Saint Mary's,10,64,64,64.0,1
2008,80,948,15,Texas,2,8,64,74.0,62,Austin Peay,15,64,64,54.0,1
2008,78,946,13,UCLA,1,4,64,70.0,33,Mississippi Valley St.,16,64,64,29.0,1
2008,76,944,57,BYU,8,64,64,62.0,14,Texas A&M,9,32,64,67.0,0
2008,74,942,50,Drake,5,64,64,99.0,4,Western Kentucky,12,16,64,101.0,0
2008,72,940,54,Connecticut,4,64,64,69.0,21,San Diego,13,32,64,70.0,0
2008,70,938,24,Purdue,6,32,64,90.0,61,Baylor,11,64,64,79.0,1
2008,68,936,1,Xavier,3,8,64,73.0,46,Georgia,14,64,64,61.0,1
2008,66,934,5,West Virginia,7,16,64,75.0,64,Arizona,10,64,64,65.0,1
2008,64,932,49,Duke,2,32,64,71.0,60,Belmont,15,64,64,70.0,1
2008,62,482,31,North Carolina,1,4,32,108.0,63,Arkansas,9,32,32,77.0,1
2008,60,480,30,Notre Dame,5,32,32,41.0,6,Washington St.,4,16,32,61.0,0
2008,58,478,29,Oklahoma,6,32,32,48.0,39,Louisville,3,8,32,78.0,0
2008,56,476,58,Butler,7,32,32,71.0,16,Tennessee,2,16,32,76.0,0
2008,54,474,43,Kansas,1,1,32,75.0,11,UNLV,8,32,32,56.0,1
2008,52,472,7,Villanova,12,16,32,84.0,20,Siena,13,32,32,72.0,1
2008,50,470,42,Kansas St.,11,32,32,55.0,2,Wisconsin,3,16,32,72.0,0
2008,48,468,51,Davidson,10,8,32,74.0,47,Georgetown,2,32,32,70.0,1
2008,46,466,37,Memphis,1,2,32,77.0,34,Mississippi St.,8,32,32,74.0,1
2008,44,464,35,Michigan St.,5,16,32,65.0,26,Pittsburgh,4,32,32,54.0,1
2008,42,462,38,Marquette,6,32,32,81.0,18,Stanford,3,16,32,82.0,0
2008,40,460,36,Miami FL,7,32,32,72.0,15,Texas,2,8,32,75.0,0
2008,38,458,13,UCLA,1,4,32,51.0,14,Texas A&M,9,32,32,49.0,1
2008,36,456,4,Western Kentucky,12,16,32,72.0,21,San Diego,13,32,32,63.0,1
2008,34,454,24,Purdue,6,32,32,78.0,1,Xavier,3,8,32,85.0,0
2008,32,452,5,West Virginia,7,16,32,73.0,49,Duke,2,32,32,67.0,1
2008,30,226,31,North Carolina,1,4,16,68.0,6,Washington St.,4,16,16,47.0,1
2008,28,224,39,Louisville,3,8,16,79.0,16,Tennessee,2,16,16,60.0,1
2008,26,222,43,Kansas,1,1,16,72.0,7,Villanova,12,16,16,57.0,1
2008,24,220,2,Wisconsin,3,16,16,56.0,51,Davidson,10,8,16,73.0,0
2008,22,218,37,Memphis,1,2,16,92.0,35,Michigan St.,5,16,16,74.0,1
2008,20,216,18,Stanford,3,16,16,62.0,15,Texas,2,8,16,82.0,0
2008,18,214,13,UCLA,1,4,16,88.0,4,Western Kentucky,12,16,16,78.0,1
2008,16,212,1,Xavier,3,8,16,79.0,5,West Virginia,7,16,16,75.0,1
2008,14,98,31,North Carolina,1,4,8,83.0,39,Louisville,3,8,8,73.0,1
2008,12,96,43,Kansas,1,1,8,59.0,51,Davidson,10,8,8,57.0,1
2008,10,94,37,Memphis,1,2,8,85.0,15,Texas,2,8,8,67.0,1
2008,8,92,13,UCLA,1,4,8,76.0,1,Xavier,3,8,8,57.0,1
2008,6,34,31,North Carolina,1,4,4,66.0,43,Kansas,1,1,4,84.0,0
2008,4,32,37,Memphis,1,2,4,78.0,13,UCLA,1,4,4,63.0,1
2008,2,2,43,Kansas,1,1,2,75.0,37,Memphis,1,2,2,68.0,1
